Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
Microscopy,906,Lightning Strike,,,,"Stewart, Alexander",3-Feb-12,3-Nov-11,3-Nov-11,,"Pinus sylvestris boring showing a poorly defined 1969-ring. The lack of organized cell growth in this ring is probably associated with a single-tree event, for it was not noticed in 10 other trees in the same stand on Sugar Island, Potsdam, NY. One working hypothesis is that this tree was struck by lightning; thereby, disrupting and halting early-wood cellular growth while initiating organized late wood (darker brown). The tree is growing from left to right; black pencil marks represent the “1970” growth ring.",Saved as a .tiff using Leica Application Suite (LAS) v. 3.7.0 from a Leica DFC295 digital microscopy camera mounted to a Leica S6D. Image taken at 25x. Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 200:1.,,,image/jpeg,lightning_strike_screen.jpg,,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,907,Rat Brain Section,,,,"Stoessel, Sean",3-Feb-12,,,,"Viewed under 40x objective on the fluorescence microscope. The vasculature is seen in green, glia in red, and red blood cells autofluoresce in yellow.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel17-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,908,B16 Cells,,,,"Wilkes, Meredith",3-Feb-12,,,,"Single scan. Microtubule associated proteins (MAPS) are in green, F actin are in glow, and nuclei are in blue.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes5-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,909,Orchid petal (Phalaenopsis aphrodite),,,,"Wilkes, Meredith",3-Feb-12,,,,"Maximum projections of series scan. Parenchyme cells are in blue, Collenchyma cells (hexagonal) are in blue, and terpenes are in yellow (contained in vacuoles).",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes6-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,913,Cherry Tomato (Solanum lycopersicum var. cerasiforme),,,,"Wilkes, Meredith",6-Feb-12,,,,Overlaid fluorescent image on 100x objective.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes1-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,914,Rat Brain Section,,,,"Wilkes, Meredith",6-Feb-12,,,,"Max projection. Depth of section: 8.18 µm. Laminin is in grey, _ III Tubulin is in purple, and nuclei are in blue.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes10-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,916,3T3 Cells,,,,"Wilkes, Meredith",6-Feb-12,,,,Single scan. Zoom of 1.3. Nuclei are in blue and MAPS is in glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes17-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,917,Rat Brain Section,,,,"Wilkes, Meredith",6-Feb-12,,,,"Single scan. Laminin is in magenta, _ III Tubulin is in gray, and nuclei are in red.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes19-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,918,Tomato Plant Stem (Solanum lycopersicum),,,,"Mullin, Kathryn",6-Feb-12,,,,Overlayed fluorescent image of tomato plant stem. 40x Objective,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin4-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,919,NIH3T3 Cells,,,,"Mullin, Kathryn",6-Feb-12,,,,"Max Image. Depth of section: 14.54 µm. Nuclei shown in blue, f-actin filaments shown in green, microtubule associated proteins shown in glow.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin6-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,920,Daisy Petals (Bellis perennis),,,,"Mullin, Kathryn",6-Feb-12,,,,Epithelial Cells. Overlayed Fluorescent Image. 40x Objective.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin9-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,921,Cherry Tomato (Solanum lycopersicum var. cerasiforme),,,,"Mullin, Kathryn",6-Feb-12,,,,Epithelial cells. Overlayed Fluorescent Image. 40x Objective.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin13-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,922,Tomato Plant (Solanum lycopersicum),,,,"Mullin, Kathryn",6-Feb-12,,,,Max Image. Depth of section: 12.21 µm. Annular rings shown in blue and trachetes shown in glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin17-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,923,NIH3T3 Cell,,,,"Mullin, Kathryn",6-Feb-12,,,,"Max Image. Depth of section: 8.93 µm. Nuclei in blue, microtubule associated proteins (MAPs) in glow, and f-actin filaments in green",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin18-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
SLU Photographs,926,Torrey Wing added to ODY,St. Lawrence University,unknown,"Canton, NY",unknown,7-Feb-12,,,1990,"By the 1970s space requirements and needed technology improvements resulted in plans to construct a new wing on the library. The Arthur Storrat Torrey wing was dedicated in 1980 and featured modern, statement-making architecture on the outside and a decidedly ""hip"" vibe inside.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_ody_b23_001_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 23",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color,",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Owen D. Young Library (Canton, NY)",,,
SLU Photographs,927,ODY Lower Level,St. Lawrence University,unknown,"Canton, NY",unknown,7-Feb-12,,,1980,The original color scheme of the lower level of ODY's new Torrey Wing.,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_ody_b25_003_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 23",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Owen D. Young Library (Canton, NY)",,,
SLU Photographs,928,The Tree Room,St. Lawrence University,unknown,"Canton, NY",unknown,7-Feb-12,,,1980,The upper level reading room also featured an interesting original color scheme...as well as living trees dominating the common area.,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_ody_b25_004_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 23",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Owen D. Young Library (Canton, NY)",,,
SLU Photographs,929,Cook Hall--Home of the State Ag School,St. Lawrence University,unknown,"Canton, NY",unknown,7-Feb-12,,,1970,"In the early 1900s, New York State granted St. Lawrence University a charter to operate an agricultural school. Years later, a technical component was added and the institution became known as the New York State Agricultural and Technical Institute (ATI). Cook Hall, which later became Piskor Hall, was the institutional home of the ""Aggies"".","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_piskor_b26_002_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 26",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photograph, b & w, 8"" h x 10"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Piskor Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Cook Hall (Canton, NY)",,,
SLU Photographs,930,Cook Hall Renamed Piskor Hall,St. Lawrence University,Sue Ekfelt,"Canton, NY","Ekfelt, Sue",7-Feb-12,,,1980,"In the 1960s, a new campus for the State Agricultural and Technical College was built across town and Canton ATC was born. Soon afterward, the ATI buildings were converted to use by St. Lawrence University. In 1983, Cook Hall was rededicated as Piskor Hall, in honor of SLU's President from 1969-81.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_piskor_b26_001_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 26",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photograph, b & w, 10"" h x 8"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Piskor Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Cook Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Piskor, Frank Peter",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Piskor, Anne",,,
SLU Photographs,931,Piskor Hall Today,St. Lawrence University,Nancy Battaglia,"Canton, NY","Battaglia, Nancie",7-Feb-12,,,2000,"Piskor Hall now houses the departments of history, philosophy, sociology and anthropology.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_piskor_b26_005_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 26",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Piskor Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Cook Hall (Canton, NY)",,,
SLU Photographs,932,Gunnison Memorial Chapel construction,St. Lawrence University,unknown,"Canton, NY",unknown,7-Feb-12,,,1920,"After a suspicious fire destroyed the ""old wooden"" gymnasium on campus construction quickly began on a stately Gothic-style chapel on the site of the old gym. Construction of Gunnison Memorial Chapel, named in honor of Almon Gunnison, President of the University from 1899 to 1914, was begun in 1925.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_gunnison_b16_001_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 16",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photograph, b & w, 4 3/4"" h x 6 7/8"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison Memorial Chapel (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,Church Buildings -- New York (State) -- Canton,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
Frederic Remington Collection,933,My Dear Kid-Just got notice that the mail will go down to the post,St. Lawrence University,,"Santiago, Cuba","Remington, Frederic, 1861-1909",7-Feb-12,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.","we are about 5 miles from Santiago and except the fight which the cavalry brigade had the other day the Spanish have not opposed us - I, Davis + John Fox went to within 2 miles or nearly 1_ miles of Santiago yesterday on a reconnaissance - everything is quiet in + about the city - what one might call an ominous lull",T6,image/jpeg,xlm_mss8_t6_001_sc.jpg,English,St. Lawrence University,,"ODY Special Collections, MSS 8, Box 6, Folder T6",Original materials may be protected by the Copyright Law of the United States (more information).,5,"Original letter: pencil on paper, 2 p.","Remington, Frederic, 1861-1909--Correspondence",In the Field near Santiago,Text,
,,,,,,,,,,,,,,,,xlm_mss8_t6_002_sc.jpg,,,,,,,,"Artists, United States--Correspondence",,,
,,,,,,,,,,,,,,,,,,,,,,,,"Spanish-American War, 1898",29-Jun,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,My dear Kid:-,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Just got notice that mail will go down to the post.- we are about 5 miles from Santiago and except the fight which the cavalry brigade had the other day the Spanish have not opposed us - I, Davis + John Fox went to within 2 miles or nearly 1_ miles of Santiago yesterday on a reconnaissance - everything is quiet in + about the city - what one might call an ominous lull -",,
,,,,,,,,,,,,,,,,,,,,,,,,,The first night ashore it rained and I slept all night wet. - I stayed with the 6th but found they did not move forward so I staled (sp.) - I got lifts for my pack most of the way - at the second base I found Eddie Burke sick - I nursed him up - got a d - doctor to promise to invalid him and went on. Afterwards I found he had joined the Regt. - and was sick with Typhoid - he has been sent back.,,
,,,,,,,,,,,,,,,,,,,,,,,,,I have an awful cold - + cant get over it - the country is healthy + few men are sick -,,
